FID,species,TAG0305,jan38,oct43,jun54,may67,jan80,may94,jul04,aug12,jul14,jun16,jul18,aug20,POINT_X,POINT_Y,usecode,surfgeol,soilgrid,tpi_500,slope9m,floaccum9m,solradmara
0,QUAG,1224,2,2,2,2,2,2,2,2,2,2,2,2,772117.3909,3841449.985,1,Qls,8,-9.2168903,11.9947004,0,1056860
1,QULO,NA,2,2,2,2,2,2,0,0,0,0,0,0,771940.8669,3841452.058NA9,1,Qt3f,16,-10.6355,9.4623203,3,1075750
2,QUAG,1224,2,2,2,2,2,2,2,2,2,2,2,2,772118.8125,3841454.75,1,Qls,8,-8.4393301,9.5904398,8,1066830
3,QUAG,1219,0,0,0,1,1,2,2,2,2,2,2,2,772168.2704,3841459.086,1,Qc,8,2.91852,24.1483002,0,978228
4,QULO,1235,2,2,2,2,2,2,2,2,2,2,2,2,772029.3229,3841461.7812NA,1,Qt3f,2,-15.1415997,6.81322,0,1095950
5,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772178.9179,3841463.608,1,Qls,8,6.2536602,25.5435009,1,931134
6,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772205.6613,3841467.205,1,Qc,8,14.3662996,23.4561996,1,930916
7,QULO,NA,2,2,2,2,2,2,0,0,0,0,0,0,771899.08NA999,3841467.591,3,Qc,2,-15.8051996,1.59114,1,1081740
8,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772219.7455,3841468.4893NA,1,Qc,8,17.0072994,25.5435009,5,932214
9,QUAG,1220,2,2,2,2,2,2,2,2,2,2,2,0,772160.25,3841469,1,Qc,8,-2.5174601,19.4990005,3,992813
10,QULO,1222,2,2,2,2,2,2,2,2,2,2,2,2,772141.3125,3841472,1,Qc,8,-5.9806499,11.3268995,121,1094850
11,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772213.3231,3841474.263,1,Qc,8,10.8676996,25.316,6,905961
12,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772233.0041,3841478.692,1,Qls,8,19.1881008,24.1688004,7,970053
13,QUAG,NA,2,2,2,2,2,2,2,2,2,2,0,2,772205.6291,3841482.674,2,Qls,8,6.4904199,11.9947004,77,1049750
14,QUDO,NA,2,2,2,2,2,0,0,0,0,0,0,0,772246.8919,3841485.123,2,Qls,8,23.4925003,22.0209007,5,997519
15,QULO,NA,2,2,2,2,2,2,2,2,2,0,0,0,772010.5627,3841492.8166NA,1,Qa,16,-8.5438204,15.5978003,1,1056640
16,QUAG,NA,0,0,0,0,0,0,1,2,2,2,2,2,772259.5587,3841495.105,2,Qc,8,26.6828995,17.8563995,0,1038240
17,QULO,1236,2,2,2,2,2,2,2,2,2,2,2,2,771998.2175,3841499.682,1,Qc,16,-6.4112201,8.9985104,0,1065850
18,QUAG,1226,2,2,2,2,2,2,2,2,2,2,2,2,772069.875,3841499.75,1,Qt3f,16,-10.8226995,14.9576998,1,1065800
19,QULO,1238,2,2,2,2,2,2,2,2,2,2,2,2,772021.3898NA9,3841501.252,1,Qt3f,2,-13.2378998,10.2643995,1,1063280
20,QULO,1234,2,2,2,2,2,2,2,2,2,2,2,2,772038.8384NA9,3841503.0885NA,1,Qt3f,2,-14.8506002,1.12525,3494,1091100
21,QUAG,NA,0,0,0,0,0,0,1,2,2,2,2,2,772254.3335,3841504.249,2,Qc,8,23.2115993,19.2754002,21,1049660
22,QUAG,1228,2,2,2,2,2,2,2,2,2,2,2,2,772074.6875,3841508.5,1,Qt3f,16,-10.4708004,14.6844997,0,1022970
23,QULO,1237,2,2,2,2,2,2,2,2,2,2,2,2,772012.0542NA9,3841508.7766NA,1,Qa,16,-11.1780005,13.3070002,6,1062110
24,QUAG,NA,2,2,2,2,2,2,0,0,0,0,0,0,771946.8527NA9,3841508.973NA9,1,Qc,2,-12.7592001,16.2777004,4,1016810
25,QULO,NA,2,2,2,2,2,2,2,1,1,0,0,0,772141.3125,3841528.75,1,Qc,8,-1.08749,25.5622997,0,947504
26,QULO,NA,2,2,1,1,1,0,0,0,0,0,0,0,772043,3841531,1,Qt3f,2,-15.0604,6.0379901,0,1094210
27,QULO,1233,2,2,2,2,2,2,2,2,2,2,2,2,772059,3841539.25,1,Qt3f,16,-14.1731005,6.3401899,1,1083440
28,QULO,1231,2,2,2,2,2,2,2,2,2,2,1,1,772149.3653,3841540.528,1,Qc,8,-3.1026599,24.3117008,3,927146
29,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772140.362,3841541.469,1,Qc,8,-5.7245498,27.3251991,1,909349
30,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771885.8765,3841542.375,1,Qc,16,-12.9260998,6.3401899,0,1111320
31,QULO,1240,2,2,2,2,2,2,2,2,2,2,2,2,771964.7948NA9,3841547.8500NA,1,Qc,16,-11.2234001,16.1725998,1,1028930
32,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771939.0625NA9,3841549.163,1,Qt3f,2,-15.7757998,2.5148399,4338,1083900
33,QUAG,NA,2,2,2,1,0,0,0,0,0,0,0,0,772267.1448,3841550.686NA9,2,Qc,8,25.6530991,20.7740993,0,995386
34,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772155.5529,3841551.639,1,Qc,8,-5.8454299,22.5063992,3,935691
35,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772150.4952,3841551.933,1,Qc,8,-6.5903902,22.5063992,3,935691
36,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772074.5707NA9,3841563.7958NA,1,Qc,16,-8.9152498,12.3857002,0,1111630
37,QUAG,1239,2,2,2,2,2,2,2,2,2,2,2,2,771995.599,3841568.966,1,Qc,16,-6.8796101,3.55425,0,1074170
38,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772132.0126,3841569.215,1,Qc,8,-10.7537003,5.7193398,843,1099620
39,QULO,1241,2,2,2,2,2,2,2,2,2,2,2,2,771932.3906,3841573.346,1,Qc,2,-16.2229996,3.3722899,10,1097350
40,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772017.7473NA9,3841576.266,1,Qc,16,-13.9137001,4.05091,2408,1078670
41,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772182.7228,3841579.577,2,Qf,8,-6.4929199,18.4944992,3,980795
42,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771824.0313,3841587.2218NA,1,Qc,16,-16.1963005,13.8263998,0,1074600
43,QUAG,1242,2,2,2,2,2,2,2,2,2,2,2,2,771908.9780NA9,3841592.4874NA,1,Qt3f,16,-12.1055002,14.7630997,5,1073710
44,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772188.5045,3841604.37,2,Qc,8,-8.2799702,11.9947004,1,1070810
45,QUAG,1243,2,2,2,2,2,2,2,2,2,2,2,2,771916.6062NA9,3841617.928,1,Qt3f,16,-13.7511997,9.4623203,3,1072800
46,QUAG,NA,2,2,2,2,1,0,0,0,0,0,0,0,771893.0659,3841619.185,1,Qc,16,-6.2206101,9.96416,0,1088680
47,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771915.9708,3841641.0458NA,1,Qt3f,2,-14.0635996,8.7216301,3,1076280
48,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771896.8229,3841651.4728NA,1,Qt3f,16,-7.7273598,22.0443993,2,1006770
49,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771907.9812NA9,3841656.444,1,Qt3f,2,-13.1279001,15.8163004,2,1030220
50,QULO,605,2,2,2,2,2,2,2,2,2,2,2,1,771965.7166NA9,3841667.179,1,Qc,16,-13.5879002,12.9017,0,1078090
51,QUAG,NA,0,0,0,0,0,0,0,1,1,2,2,1,771885.806,3841675.827,1,Qc,16,-3.7042501,20.8756008,1,1005520
52,QUAG,NA,2,2,2,2,2,0,0,0,0,0,0,0,771891.2584,3841677.114,1,Qc,2,-6.89078,20.8756008,1,1005520
53,QULO,604,2,2,2,2,2,2,2,2,2,2,2,2,772045.3478,3841682.598,1,Qc,8,-10.8139,14.3646002,0,1045810
54,QUAG,NA,2,2,2,2,2,1,0,0,0,0,0,0,771852.7663NA9,3841694.6334NA,1,Qc,16,-3.3873,15.5978003,1,1059810
55,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771837.5958,3841718.9583NA,1,Qc,16,-7.4577298,15.8163004,0,1064210
56,QULO,NA,2,2,2,2,2,2,2,2,2,1,1,1,771861.5892,3841725.547,1,Qc,16,-2.8370399,4.05091,0,1091920
57,QULO,617,2,2,2,2,2,2,2,2,2,2,2,2,772041.7746,3841728.739,1,Qc,8,-15.3648005,6.3401899,68,1081830
58,QULO,607,2,2,2,2,2,2,2,2,2,2,2,2,771917.7833,3841739.575,1,Qt3f,16,-13.9537001,3.1798301,67,1100230
59,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771872.7541NA9,3841740.4874NA,1,Qt3f,2,-5.2828698,13.3512001,0,1041700
60,QULO,NA,1,1,0,0,0,0,0,0,0,0,0,0,771952.4431,3841742.322NA9,1,Qc,16,-8.8439302,18.1028996,2,1057370
61,QULO,NA,2,2,2,2,2,2,2,2,2,2,0,0,771824.7881NA9,3841747.5515NA,2,Qc,16,-8.7075195,12.9474001,4,1087120
62,QULO,999,2,2,1,0,0,0,0,0,0,0,0,0,771940.6173,3841751.413,1,Qc,16,-12.3425999,17.2530003,11,1077290
63,QULO,620,2,2,2,2,2,2,2,2,2,2,2,2,772003.25,3841755.8NA999,1,Qc,16,-10.6952,14.1191998,3,1046530
64,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,771805.9525,3841762.495,1,Qt3f,16,-11.9608002,13.8263998,11,1075790
65,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772162.5566,3841765.61,2,Qc,8,11.4947004,14.3646002,1,1049330
66,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771880.1583,3841765.883,1,Qt3f,2,-9.7559795,9.96416,0,1058540
67,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771883.6867,3841767.012,1,Qt3f,2,-11.0042,4.7636399,0,1084460
68,QULO,NA,2,2,2,2,2,2,2,2,2,1,1,1,771811.7628,3841768.142,1,Qc,16,-9.9864197,14.4855003,2,1093910
69,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772174.6168,3841768.675,2,Qc,8,12.4656,17.2530003,0,1037400
70,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771814.0494,3841769.554,1,Qc,16,-9.9864197,14.4855003,2,1093910
71,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,771858.9996,3841770.81,1,Qc,2,-4.2638202,15.8163004,0,1037190
72,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771858.0564,3841773.406,1,Qc,2,-4.3006601,15.8163004,0,1037190
73,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772186.7578,3841778.184,2,Qc,8,15.3348999,17.5737991,1,1028800
74,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771864.625,3841781.9583NA,1,Qt3f,2,-7.55762,11.9947004,3,1052620
75,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771813.9037,3841782.458,1,Qc,16,-7.16013,14.3646002,2,1098570
76,QULO,614,2,2,2,2,2,2,2,2,2,2,2,2,771896.0041NA9,3841784.825,1,Qt3f,16,-11.7645998,3.1798301,13,1101200
77,QULO,612,2,2,2,2,2,2,2,2,2,2,2,2,771920.224NA99,3841789.4416NA,1,Qc,16,-10.0853004,14.9576998,0,1085950
78,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771807.7077NA9,3841790.555,1,Qc,16,-7.2916598,14.9576998,0,1085040
79,QUDO,1398,2,2,2,2,2,2,2,2,2,2,2,2,772062.3476,3841800.683,1,Qc,8,-11.7528,8.5076704,25,1093270
80,QULO,NA,1,1,2,2,1,1,0,0,0,0,0,0,771829.6199,3841801.4372NA,1,Qt2,16,-1.39978,5.7193398,0,1107180
81,QULO,NA,2,2,2,1,0,0,0,0,0,0,0,0,771850.5219,3841801.8316NA,1,Qt3f,2,-5.6106601,16.2777004,1,1052300
82,QULO,NA,2,2,2,2,2,2,1,0,0,0,0,0,771892.7743,3841806.076,1,Qt3f,16,-10.9851999,2.5148399,10,1089760
83,QULO,619,2,2,2,2,2,2,2,2,2,2,0,0,771903.4871NA9,3841806.725,1,Qt3f,16,-10.5802002,9.96416,0,1086930
84,QULO,609,2,2,2,2,2,2,2,2,2,2,2,2,771888.5542,3841815.1916NA,1,Qt3f,16,-11.0121002,1.12525,5,1090850
85,QULO,613,2,2,2,2,2,2,2,2,2,2,2,2,771911.5333,3841820.5458NA,1,Qc,16,-9.1526804,16.6898003,0,1064550
86,QULO,618,2,2,2,2,2,2,2,2,2,2,2,2,771895.474NA99,3841822.517,1,Qt3f,16,-11.402NA,4.6300201,8,1093750
87,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771839.5625,3841826.429,1,Qt3f,2,-1.90619,11.7937002,0,1065860
88,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771800.9928,3841828.180NA9,1,Qc,16,-4.0241399,15.5241003,1,1093600
89,QULO,601,2,2,2,2,2,2,2,2,2,2,2,1,772003.7582NA9,3841833.267,1,Qc,16,-12.618,6.5336599,0,1087760
90,QUDO,NA,2,2,2,2,2,2,2,0,0,0,0,0,772082.1663,3841834.617,1,Qc,8,-11.5935001,6.81322,0,1065370
91,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772227.7229,3841839.662,2,Qc,8,16.0266991,20.4393005,8,994061
92,QULO,610,2,2,2,2,2,2,2,2,2,2,2,2,771862.658,3841845.3541NA,1,Qt3f,2,-8.6333599,6.3401899,3839,1081600
93,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771880.9192NA9,3841856.5825NA,1,Qt3f,16,-10.5831003,3.3722899,5,1095740
94,QULO,608,2,2,2,2,2,2,2,2,2,2,2,2,771870.5954,3841861.1672NA,1,Qt3f,2,-10.2067003,3.55425,77,1100760
95,QULO,608,2,2,2,2,2,2,2,2,2,2,2,2,771870.5954,3841861.1672NA,1,Qt3f,2,-10.2067003,3.55425,77,1100760
96,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772238.7576,3841862.36,2,Qc,8,13.4198999,23.3917007,2,936689
97,QUDO,NA,2,2,2,2,2,2,2,2,1,0,0,0,772094.0151,3841867.187,1,Qc,8,-15.0510998,6.3401899,3,1083340
98,QUDO,NA,1,1,2,2,2,2,2,2,2,2,2,2,772224.133,3841870.687,2,Qc,8,6.7118802,20.4913006,3,962588
99,QULO,NA,2,2,2,0,0,0,0,0,0,0,0,0,771872.1541,3841873.868,1,Qt3f,16,-9.5734596,2.5148399,3,1099330
100,QULO,606,2,2,2,2,2,2,2,2,2,1,1,1,771891.5666NA9,3841875.4583NA,1,Qt3f,16,-10.3863001,6.5336599,5,1086220
101,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,1,771833.6167,3841886.7958NA,1,Qt3f,2,-8.11765,3.1798301,12,1087720
102,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772244.0052,3841888.964,2,Qc,8,4.7881198,24.3117008,5,929595
103,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771823.1413NA9,3841892.218,1,Qt3f,2,-7.2177401,14.6844997,6,1018080
104,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,772160.1034,3841894.978,1,Qc,8,-10.8333998,11.3268995,6,1096540
105,QUAG,NA,2,2,2,2,2,2,2,2,2,1,0,0,771829.354,3841897.228NA9,2,Qt3f,2,-8.3712797,3.1798301,7,1086980
106,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772219.8417,3841900.471,2,Qc,8,-4.6338501,11.9448004,227,1043280
107,QUAG,NA,2,2,2,2,2,2,2,2,2,0,0,0,772244.0448,3841900.763,2,Qc,8,1.17056,19.7192001,6,981589
108,QUAG,NA,2,2,2,2,2,2,2,2,2,2,0,0,772218.375,3841906.5,2,Qc,8,-5.7731299,11.1125002,0,1099900
109,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772271.2196,3841913.211,2,Qc,8,6.3942299,18.1028996,6,1058060
110,QULO,NA,2,2,2,2,2,2,2,2,1,0,0,0,772132.4375,3841918,1,Qc,8,-13.0178003,8.7216301,1,1082210
111,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772263.3844,3841927.016,2,Qc,8,6.9918499,21.1513996,1,1060470
112,QUAG,1415,2,2,2,2,2,2,2,2,2,2,2,2,772200.6781,3841932.237,1,Qc,8,-0.216583,12.3857002,0,1086790
113,QULO,NA,2,2,2,2,2,1,0,0,0,0,0,0,772160.6152,3841936.569,1,Qc,8,-8.7965403,14.9576998,0,1069400
114,QUAG,1425,2,2,2,2,2,2,2,2,2,2,2,1,772212.323,3841937.43,1,Qc,8,0.918304,11.3268995,2,1110610
115,QULO,NA,2,2,2,0,0,0,0,0,0,0,0,0,771889.0213,3841937.4720NA,1,Qc,16,-3.0202899,9.4623203,0,1078140
116,QUAG,NA,2,2,2,2,2,0,0,0,0,0,0,0,772176.5223,3841938.372,1,Qc,8,-5.94525,17.7315006,1,1050430
117,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771854.1957NA9,3841940.0458NA,1,Qt3f,2,-8.8951101,2.5148399,0,1099790
118,QUDO,1411,2,2,2,2,2,2,2,2,2,2,2,2,772209.6813,3841944.342,1,Qc,8,0.666046,12.5288,1,1069660
119,QUAG,1406,2,2,2,2,2,2,2,2,1,0,0,0,772197.5318,3841944.433,1,Qc,8,-1.59314,13.4827003,0,1055730
120,QUDO,1410,2,2,2,2,2,2,2,2,1,0,0,0,772191.2598,3841944.624,1,Qc,8,-2.20892,15.8163004,0,1042810
121,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,771803.1589,3841947.2968NA,1,Qc,16,-4.5405002,1.12525,0,1087720
122,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771880.25,3841961.2958NA,1,Qt3f,2,-8.3952599,8.9301395,6,1049510
123,QUAG,1418,2,2,2,2,2,2,2,2,2,1,0,0,772215.2688,3841964.197,1,Qc,8,0.44928,11.9448004,0,1050280
124,QULO,1366,2,2,2,2,2,2,2,2,2,2,2,2,772286.6567,3841973.44,1,Qc,8,9.57092,25.4111004,1,931170
125,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,772245.1583,3841974.958,1,Qc,8,2.3508899,18.4647999,2,956610
126,QULO,NA,2,2,2,0,0,0,0,0,0,0,0,0,771811.89,3841976.083,1,Qc,16,-4.2256198,7.82868,0,1106270
127,QULO,1409,2,2,2,2,2,2,2,2,2,2,2,2,772272.4125,3841977.362,1,Qc,8,2.97791,25.2394009,1,919628
128,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,771762.9115,3841981.0468NA,1,Qt3f,16,-11.2573996,7.0813498,0,1095420
129,QULO,1408,2,2,2,2,2,2,2,2,2,2,2,2,772204.0475,3841985.94,1,Qc,8,-7.9332299,20.6975002,3,953395
130,QUAG,1371,2,2,2,2,2,2,2,2,2,2,1,1,772229.6767,3841986.862,1,Qc,8,-4.5693102,19.8551998,1,946783
131,QULO,1401,2,2,2,2,2,2,2,2,2,2,2,2,771954.0182,3841990.2395NA,1,Qc,16,-5.4352398,7.0813498,3,1070690
132,QUAG,1417,2,2,2,2,2,2,2,2,1,0,0,0,772222.3925,3841990.535,1,Qc,8,-6.36798,22.3001995,2,927551
133,QUAG,1403,2,2,2,2,2,2,2,2,2,2,2,1,772250.6083,3841990.748,1,Qc,8,-5.8134799,16.1725998,2,970594
134,QULO,1422,2,2,2,2,2,2,2,2,2,2,2,2,772200.3792,3841990.77,1,Qc,8,-8.8794603,20.1501007,0,950855
135,QULO,1353,2,2,2,2,2,2,2,2,2,2,2,1,771818.3671NA9,3841994.3931NA,1,Qc,16,-2.7460599,5.7193398,1,1100530
136,QUAG,1405,2,2,2,2,2,2,2,2,2,2,1,1,772240.62335NA,3841996.307,1,Qc,8,-8.6419697,12.6232004,8,1007980
137,QULO,1362,2,2,2,2,2,2,2,2,2,2,2,2,772119.7917,3842004.728,1,Qc,8,-18.0249004,8.9985104,3,1053220
138,QULO,1314,2,2,2,2,2,2,2,2,2,2,2,2,771836.6615,3842011.055,1,Qc,16,-1.57748,6.5336599,1,1112900
139,QULO,1377,2,2,2,2,2,2,2,2,2,2,2,2,772123.2575,3842011.095,1,Qc,8,-18.5107002,6.81322,21,1064430
140,QULO,1337,2,2,2,2,2,2,2,2,2,2,2,1,771847.8307,3842028.2395NA,1,Qc,16,-1.3702101,7.82868,1,1106300
141,QUAG,NA,1,1,0,0,0,0,0,0,0,0,0,0,772197.3782,3842039.701,1,Qc,8,-15.25,14.3646002,0,1047270
142,QULO,2113,2,2,2,2,2,2,2,2,2,2,2,1,771908.8888,3842043.785,1,Qc,16,-10.0598001,3.1798301,6,1102920
143,QULO,655,2,2,2,2,2,2,2,2,2,2,2,2,771777.7099,3842059.22,1,Qt3f,2,-9.8538198,2.5148399,4,1086310
144,QULO,654,2,2,2,2,2,2,2,2,2,2,2,2,771800.6796NA9,3842059.8931NA,1,Qc,16,-6.0665302,13.6557999,2,1031040
145,QULO,652,2,2,2,2,2,2,2,2,2,2,2,2,771830.8046NA9,3842061.555,1,Qc,16,-2.7498801,12.2406998,1,1027860
146,QULO,653,2,2,2,2,2,2,2,2,2,2,2,2,771809.5339,3842076.5468NA,1,Qc,16,-9.6349497,9.96416,10,1033660
147,QULO,2120,2,2,2,2,2,2,2,2,2,2,1,1,771892.9349,3842121.466,1,Qc,8,-6.3992,16.7236004,1,1008360
148,QULO,NA,2,2,2,1,1,0,0,0,0,0,0,0,772238.288,3842183.904,1,Qc,8,-1.04581,5.6089902,0,1107650
149,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772210.1198,3842195.951,1,Qc,8,-3.66241,11.3268995,1,1047910
150,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772252.6745,3842215.781,1,Qc,8,-4.1608601,10.2643995,2,1032550
151,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771765.3385,3842224.297,1,Qc,8,-3.96399,7.0813498,0,1097940
152,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772320.9375,3842238.25,1,Qls,8,-7.4661899,20.8756008,4,950782
153,QULO,2871,2,2,2,2,2,2,2,2,2,2,2,2,772193.4792,3842242.378,1,Qc,8,-14.1021004,15.96,4,1020280
154,QULO,2874,2,2,2,2,2,2,2,2,2,2,2,2,772139.0435,3842247.4983NA,1,Qls,2,-24.5282001,13.2627001,19,1016850
155,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,772381.717,3842250.695,1,Qls,8,3.0199001,25.5435009,4,908109
156,QULO,1322,2,2,2,2,2,2,2,2,2,2,2,2,771761.8386,3842256.25,1,Qc,8,-1.88342,6.5336599,0,1113610
157,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772194.7057,3842258.977,1,Qc,8,-18.7070007,25.2777004,1,896259
158,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,772257.73488NA,3842261.295,2,Qls,8,-17.9943008,4.7636399,550,1086190
159,QULO,2872,2,2,2,2,2,2,2,2,2,2,2,2,772176.612,3842262.443,1,Qls,8,-22.4004002,21.5438995,1,945648
160,QUAG,2869,2,2,2,2,2,2,2,2,2,2,2,2,772210.8906,3842267.451,1,Qc,8,-21.2378006,15.7075005,7,985291
161,QUAG,2868,2,2,2,2,2,2,2,2,2,2,2,2,772214.3099,3842283.773,1,Qc,8,-24.1002007,14.1191998,17,1065940
162,QULO,NA,2,2,1,0,0,0,0,0,0,0,0,0,771679.9124,3842292.21,1,Qt3f,2,-12.0341997,3.55425,21,1095780
163,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771777.2366,3842293.131,1,Qc,8,-1.26785,15.7075005,1,1076750
164,QUAG,NA,2,2,2,2,1,0,0,0,0,0,0,0,771770.8316,3842305.045,1,Qc,8,-0.481537,7.9071598,0,1103270
165,QULO,1351,2,2,2,2,2,2,2,2,2,2,1,1,771900.8464,3842306.773,1,Qc,8,-0.0939941,20.4652996,2,965483
166,QULO,NA,1,1,1,1,1,1,1,0,0,0,0,0,771887.7773,3842307.774,1,Qc,8,-4.2607999,22.4379997,1,942416
167,QULO,1347,2,2,2,2,2,2,2,2,2,2,2,2,771939.169,3842307.972,1,Qc,8,6.39993,11.9448004,1,1093690
168,QULO,650,2,2,2,2,2,2,2,2,2,2,2,2,771673.3583,3842321.268,1,Qt3f,2,-10.5674,4.4923501,26,1102110
169,QULO,1348,2,2,2,2,2,2,2,2,2,2,2,1,771927.2341,3842322.521,1,Qc,8,1.54013,26.2255993,3,908968
170,QUAG,1312,2,2,2,2,2,2,2,2,2,2,2,2,771950.4198,3842325.808,1,Qc,8,9.8763399,9.2003498,0,1046010
171,QULO,2111,2,2,2,2,2,2,2,2,2,2,1,1,771960.884,3842332.8,1,Qc,8,5.6133399,18.4944992,1,975737
172,QULO,2866,2,2,2,2,2,2,2,2,2,2,2,2,772186.1066,3842334.512,1,Qls,2,-25.1564999,14.3240995,5,1078870
173,QULO,NA,2,2,2,2,2,2,2,1,2,2,2,1,771717.1127,3842335.586,1,Qc,8,-2.32019,14.3240995,4,1084660
174,QULO,1355,2,2,2,2,2,2,2,2,2,2,2,1,771947.3983,3842337.69,1,Qc,8,4.4503198,21.1763,2,930330
175,QULO,659,2,2,2,2,2,2,2,2,2,2,2,1,771603.6405,3842343.336,1,Qt3f,2,-11.8985004,1.12525,8,1094910
176,QULO,649,2,2,2,2,2,2,2,2,2,2,2,2,771669.2575,3842375.343,1,Qt3f,2,-7.5120802,8.5076704,0,1094530
177,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771932.0917,3842474.867,1,Qc,8,17.6480999,15.5241003,1,1004400
178,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771884.8859,3842481.482,1,Qc,8,8.6373301,20.8756008,1,979778
179,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,771904.8375,3842487.693,1,Qc,8,10.9554996,16.7236004,0,991275
180,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771893.5417,3842494.845,1,Qc,8,7.5308499,18.4647999,1,985678
181,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771866.3234,3842502.48,1,Qc,8,-0.0643616,15.3754997,1,1009620
182,QULO,NA,2,2,2,1,0,0,0,0,0,0,0,0,771632.4461,3842652.368,1,Qt3f,2,-7.5628099,3.1798301,0,1104650
183,QULO,1111,2,2,2,2,2,2,2,2,2,2,2,2,771527.2819,3842677.315,1,Qf,23,-4.02701,1.12525,0,1096340
184,QULO,1110,2,2,2,2,2,2,2,2,2,0,0,0,771527.3621,3842723.568,1,Qc,23,-4.3101501,5.6089902,0,1105290
185,QULO,1109,2,2,2,2,2,2,2,2,2,2,2,2,771539.6475,3842720.442,1,Qtpt,23,-4.6021099,8.7216301,0,1076680
186,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771852.3863,3842748.315,1,Qc,8,17.2430992,29.6664009,2,877298
187,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771841.0777,3842752.976,1,Qls,8,8.8717699,24.6334991,4,936509
188,QULO,2138,2,2,2,2,2,2,2,2,2,2,1,1,771836.0672,3842758.964,1,Qls,8,7.83075,21.8318996,0,944201
189,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770881.7315,3842759.328,1,Qc,16,-10.2777996,22.5063992,5,1086400
